FSCM,CustPN,CustRev,CoastPN,CoastRev,Name,Eng,Date
12436,50-2729828-821K,N/C,31612,,Sim.(/11-109F),,
12436,50-2729828-182J,N/C,31613,,Sim.(/11-113F),,
12436,50-2729828-472K,N/C,31614,,Sim.(/11-118F),,
56547,31615,N/C,3107-3,,COIL,,
56547,3107-3,B,31615,,COIL,,
E0003,EHL001-181,B,31616,,(/10-77F5),,
11982,31623,-,31623,,INDUCTOR,,
11982,31624,-,31624,,INDUCTOR,,
E0003,EHL001-151,B,31617,,(/10-76F5),,
E0003,EHL001-121,B,31618,,(/10-75F5),,
E0003,EHL001-102,B,31619,,(/10-86F5),,
E0003,"RF CHIP, 10 uH",-,31620,,11/86F,,
E0003,"RF CHIP, 100 uH",-,31621,,"SHIELD, FXD",,
E0003,"RF CHIP, 33 uH",-,31622,,"SHIELD, FXD",,
11982,31659,-,31659,,DPS Current Sense,,
58960,4074536,C,31661,,"INDUCTOR,POWER",,
17867,5010F+/- 8% TOL.,,31601,,INDUCTOR,,
22558,1186,,1186,,MICROOHM METER,,
7187,8525535,-,31709,,"INDUCTOR,FILTER",,
7187,8525536,-,31710,,"INDUCTOR,FILTER",,
7187,8525542,C,31711,,TRANSFORMER,,
7187,8525543,-,31712,,"TRANSFORMER,POWER",,
7187,8525544,C,31713,,INDUCTOR,,
7187,8525545,C,31714,,INDUCTOR,,
7187,8525922,A,31715,,TRANSFORMER,,
7187,8525923,A,31716,,INDUCTOR,,
E0003,ETC645D-007,A,31718,,TRANSFORMER,,
E0003,ETP109D-006A,-,31719,,TRANSFORMER,,
E0003,ETC645D-006,-,31725,,TRANSFORMER,,
59121,SP-525175-1,B,31726,,80A CURRENT SENSOR,,
A0610,Y-1207-14,A,31728,,TRANSFORMER,,
A0558,CHIP 1UH 8%,B,31783,,(/11-74F),,
11982,1E436-002,C,31583-2,,"INDUCTOR, FILTER",,
11982,31730,D,31730,,TRANSFORMER DSP MAIN,,
11982,31731,,31731,,"INDUCTOR, DPS OUTPUT",,
11982,31732,,31732,,INDUCTOR DECOUPLING,,
56563,440-275-225C,,31760,,INDUCTOR,,
11982,31754,,31754,,TRANSFORMER CHS MAIN,,
11982,31755,,31755,,INDUCTOR,,
11982,31756,,31756,,"INDUCTOR, KS OUTPUT",,
11982,31757,A,31757,,"TRANSFORMER, KS MAIN",,
11982,31764,,31764,,"INDUCTOR FILTER, 1ST",,
11982,31765,,31765,,IND FILTER 2ND DPS,,
11982,31766,A,31766,,"INDUCTOR, COM MODE",,
11982,31767,,31767,,IND FILTER 3RD IS,,
11982,31768,A,31768,,"TRANSFORMER, 1S MAIN",,
A0484,906263-1,A,31769,,TRANSFORMER,,
A0484,906266-2,A,31770-2,,TRANSFORMER,,
A0484,906218-1,-,31771,,TRANSFORMER,,
A0484,906236-2,D,31772-2,,TRANSFORMER,,
A0484,906251-1,B,31773-1,,TRANSFORMER,,
A0484,906276-1,A,31774,,TRANSFORMER,,
A0484,906269-1,C,31775,,TRANSFORMER,,
7187,8002595,L,31776,,TRANSFORMER,,
7187,4027283,F,31777,,TRANSFORMER,,
7187,4038926,F,31778,,TRANSFORMER,,
A7846,190005-3,A,31758,,TRANSFORMER,,
A7846,195938,1,31759,,TRANSFORMER,,
94697,C59699,A,31779,,"INDUCTOR, EMI FILTER",,
11982,1N420-001,-,31717-1,,TRANSFORMER,,
11982,IN420-002,-,31717-2,,TRANSFORMER,,
6481,906261,A,31780,,TRANSFORMER,,
65894,50060442,A,31781,,"CAPACITOR,VOLTAGE RG",,
58960,4074493-1,C,31737,,TRANSFORMER,,
58960,4074487-1,A,31738,,TRANSFORMER,,
58960,4074486-1,A,31739,,TRANSFORMER,,
58960,4074483-2,C,31740,,TRANSFORMER,,
58960,4071389-1,B,31741,,TRANSFORMER,,
58960,4071384-1,C,31742,,TRANSFORMER,,
58960,4069313,-,31743,,TRNASFORMER,,
58960,7022596-2,A,31744,,TRANSFORMER,,
58960,7019685,C,31745,,TRANSFORMER,,
58960,7019029,A,31746,,TRANSFORMER,,
58960,7018784,A,31747,,TRANSFORMER,,
58960,7018783,C,31748,,C,,
58960,4071143,A,31749,,TRANSFORMER,,
58960,4071144,-,31750,,TRANSFORMER,,
58960,7018890-1,C,31751,,TRANSFORMER,,
58960,7018890-2,C,31751-2,,TRANSFORMER,,
58960,4051905,E,31752,,TRANSFORMER,,
58960,7008872,B,31753,,TRANSFORMER,,
,906251-2,B,31773-2,,,,
23835,10179820,A,31782,,MOTOR FILTER INDUCTR,,
A0610,Y-1207-13,C,31727,,TRANSFORMER,,
A0610,Y-1207-15,A,31729,,TRANSFORMER,,
65894,9061836,F,31784,,"COIL, ELECTRICAL",,
18150,A46534,-,31787,,TRANSFORMER,,
11982,CST31663,NC,31663,,INDUCTOR,,
11982,31664,A,31664,,TRANSFORMER,,
11982,CST31665,NC,31665,,INDUCTOR,,
11982,CST31666,NC,31666,,COUPLED INDUCTOR,,
11982,CST31667,NC,31667,,INDUCTOR,,
11982,CST31668,A,31668,,INDUCTOR,,
11982,CST31669,NC,31669,,INDUCTOR,,
11982,CST31770,NC,31770,,"IND., COMMON MODE",,
11982,CST31701,NC,31701,,TRANSFORMER,,
11982,CST31702,NC,31702,,CURRENT TRANSFORMER,,
11982,CST31703,NC,31703,,PULSE TRANSFORMER,,
11982,31705,,31705,,TRANSFORMER,,
11982,CST31706,A,31706,,POWER TRANSFORMER,,
11982,CST31707,A,31707,,POWER TRANSFORMER,,
11982,31708,,31708,,TRANSFORMER,,
7187,8001446,D,31788,,INDUCTOR,,
7187,8002594,A,31789,,INDUCTOR,,
7187,8500077,E,31790,,INDUCTOR,,
7187,8500078,C,31791,,INDUCTOR,,
7187,8500167,B,31792,,INDUCTOR,,
7187,8500602,D,31793,,INDUCTOR,,
7187,8504429,B,31794,,INDUCTOR,,
7187,8508845-1,C,31795,,TRANSFORMER,,
7187,8509751-1,C,31796,,INDUCTOR,,
7187,8509752-1,C,31797,,INDUCTOR,,
7187,8520606-1,A,31798,,INDUCTOR,,
7187,8520610-1,A,31799,,INDUCTOR,,
7187,8525534-1,A,31800,,INDUCTOR,,
7187,8527303-1,B,31801,,INDUCTOR,,
7187,8527436-1,-,31802,,INDUCTOR,,
7187,8528087-1,-,31803,,INDUCTOR,,
7187,8528577-1,-,31804,,INDUCTOR,,
7187,2500101,E,31805,,REACTOR,,
7187,4009456,B,31806,,CHOKE,,
7187,8505042,,31721,,TRANSFORMER,,
7187,8521575,,31720,,INDUCTOR,,
7187,8527417,,31724,,INDUCTOR,,
7187,8520876,,31723,,INDUCTOR,,
11982,31813,NC,31813,,HI-REL TRANSFORMER,,
6481,10101370,A,31830,,EMI FILTER,,
6481,16101989,B,31822,,INDUCTOR,,
6481,16101988,B,31821,,TRANSFORMER,,
6481,16101987,B,31820,,TRANSFORMER,,
6481,16101986,B,31819,,TRANSFORMER,,
6481,16101985,B,31818,,TRANSFORMER,,
6481,16101984,C,31824,,TRANSFORMER,,
6481,16101983,C,31817,,INDUCTOR,,
6481,16101982,A,31816,,INDUCTOR,,
6481,16101981,B,31815,,INDUCTOR,,
6481,16101980,A,31814,,INDUCTOR,,
6481,16101990,B,31823,,INDUCTOR,,
,93027-008,A,93008,,.025 mH (VE 60008),,
12546,0242087P001,B,95010,,INDUCTOR,,
E0003,EHL001-682,B,31865,,(/10-96F5),,
E0003,EHL001-150,B,31850,,(/10-64F5),,
E0003,EHL001-820,B,31863,,(/10-73F5),,
E0003,EHL001-391,B,31864,,(/10-81F5),,
E0003,EHL001-271,B,31866,,(/10-79F5),,
E0003,PS239530,B,31871,,TRANSFORMER,,
E0003,PS239526-01,C,31872,,INDUCTOR,,
E0003,PS239553-01,B,31873,,INDUCTOR,,
E0003,PS239544,E,31874,,INDUCTOR,,
E0003,EHL001-472,B,31876,,(/10-94F5),,
E0003,EHL001-272,B,31877,,(/10-91F5),,
12546,0247036P001,B,94004,,CURRENT SMT XFMR,,
E0003,PS267952-01,J,31878,,INDUCTOR,,
E0003,PS239527-01,D,31879,,INDUCTOR,,
E0003,PS239528-02,E,31880-2,,INDUCTOR,,
E0003,PS239545-02,E,31478-2,,,,
E0003,PS239546-01,C,31875,,,,
E0003,PS239546-02,C,31875-2,,,,
E0003,PS239525-01,A,31881,,"TRANSFORMER,PULSE",,
7187,8528084,,31870,,"TRANSFORMER, POWER",,
75489,817AK013040-009,D,31882,,,,
75489,817AK013040-010,D,31883,,,,
75489,817AK013040-020,D,31884,,,,
75489,917AK012040-009,D,31885,,,,
75489,917AK012040-020,D,31886,,,,
E0003,EHL001-331,B,31887,,(/10-80F5),,
E0003,EHL001-390,B,31888,,(/10-69F5),,
75489,817AK054040-019,D,31891,,TRANSFORMER,,
15423,H949042-002,,31734,,(/11-66F),,
86431,140802,-,31901,,INDUCTOR,,
7187,8529898-1,B,31848,,"TRANSFORMER, POWER",,
7187,8529899-1,-,31851,,"INDUCTOR, +28V",,
7187,8529900-1,-,31840,,"TRANSFORMER, POWER",,
7187,8529901-1,A,31841,,"INDUCTOR, COUPLED",,
7187,8529903-1,-,31856,,"INDUCTOR, FILTER",,
7187,8529904-1,-,31857,,"INDUCTOR,FILTER",,
E0003,EHL001-121-M112,B,31915,,(/10-75F5),,
E0003,EHL001-151-M112,B,31916,,(/10-76F5),,
E0003,EHL001-181-M112,B,31917,,(/10-77F5),,
66062,019-03098-0000,3,31918,,"TRANSFORMER, RF",,
22373,019-05036-0000,AA,31919,,"TRANSFORMER, TRNSTR",,
66062,019-05200-0000,1,31920,,TRANSFORMER,,
22373,019-07277-0001,-,31921,,"TRANSFORMER, POWER",,
66062,019-06096-0001,3,31922,,"TRANSFORMER, PULSE",,
66062,019-07080-0000,4,31923,,"TRANSFORMER, POWER",,
66062,019-07106-0000,3,31924,,"TRANSFORMER, POWER",,
22373,019-08268-0001,1,31925,,TRANSFORMER,,
E0003,SPSS-ETP119-001,,31927,,INDUCTOR,,
E0003,SPSS-EHP134-509,C,31928,,INDUCTOR,,
E0003,SPSS-EHP144-002,B,31929,,INDUCTOR,,
E0003,SPSS-EHP064-389,C,31930,,INDUCTOR,,
E0003,SPSS-EHP074-001,F,31931,,INDUCTOR,,
21332,RAY0569AT,-,31926,,/11-49F,,
54833,2-160A,,31932,,AIR COIL,,
59495,8269475-2,-,31506-2,,"5 uH, 8 ADC IND.",,
94697,C19463-001,,31934,,"70 uH, 10 A IND",,
A0610,3590AS642-1,,31837,,INDUCTOR,,
A0610,3590AS641-1,,31836,,INDUCTOR,,
A0610,3590AS627-1,,31839,,INDUCTOR,,
A0610,3590AS639-1,,31838,,INDUCTOR,,
A0610,3590AS626-1,,31835,,INDUCTOR,,
7187,8523386-2,A,31492-2,,TRANSFORMER,,
51516,AIR COIL,,31933,,AIR COIL,,
E0003,VID 181678,,31842,,TOROID,,
E0003,TR-181226-1,,31843,,INDUCTOR,,
73197,700599-4,C,2202-4,,INDUCTOR,,
73197,700599-5,C,2202-5,,INDUCTOR,,
11982,1E550-A,-,31944,,"INDUCTOR, COUPLED",,
11982,1E558-A,-,31945,,"INDUCTOR, COUPLED",,
11982,1N471-A,-,31946,,TRANSFORMER,,
11982,1N500-A,-,31947,,TRANSFORMER,,
7187,8528865-1,-,31943,,BUCK INDUCTOR,,
7187,8528862-1,-,31942,,POWER XFMR,,
7187,8528869-1,-,31936,,COUPLED INDUCTOR,,
7187,8528864-1,-,31935,,POWER XFMR,,
11982,1N441-006,C,81195-6,,"TRANSFORMER, PULSE",,
A5654,A504A861,C,31948,,TRANSFORMER,,
A5654,A504A862,C,31949,,REACTOR,,
A5654,A504A865,E,31950,,REACTOR,,
A5654,A504A884,D,31951,,REACTOR,,
A5654,A504A885,B,31952,,TRANSFORMER,,
A5654,A504A886,B,31953,,TRANSFORMER,,
A5654,A504A887,D,31954,,REACTOR,,
A5654,A504A888,-,31955,,REACTOR,,
A0596,0722545-001,,31956,,TRANSFORMER,,
7187,8528866-1,-,31957,,,,
7187,8528868-1,-,31958,,,,
,M83446/11-85F,B,11085F,,8.2 uH CHIP INDUCTOR,,
7187,8528863-1,-,31960,,,,
7187,8528867-1,-,31961,,,,
15090,H5950-2239392,-,31844,,L1,,
15090,H5950-2239392-02,-,31845,,L2,,
15090,H5950-2239392-03,-,31846,,L4,,
15090,H5950-2239392-04,-,31859,,L5,,
15090,H5950-2239228-02,-,31831,,T1,,
15090,H5950-2239228-03,-,31847,,"T2,T3",,
15090,H5950-2239228,-,31860,,T4,,
7187,8525923-2,B,31716-2,,INDUCTOR,,
A5642,8656680-1,-+,31962,,TRANSFORMER,,
A5642,8656681-1,-+,31963,,TRANSFORMER,,
A5642,8656682-1,-+,31964,,INDUCTOR,,
A5642,8656683-1,-+,31965,,TRANSFORMER,,
A5642,8656685-1,-+,31966,,INDUCTOR,,
A5642,8656686-1,-+,31967,,INDUCTOR,,
A5642,8656687-1,-+,31968,,TRANSFORMER,,
A5642,8656688-1,-+,31969,,INDUCTOR,,
A5642,8656689-1,-+,31970,,INDUCTOR,,
A5642,8656690-1,-+,31971,,TRANSFORMER,,
A5642,8656691-1,-+,31972,,INDUCTOR,,
A5642,8656671-1,-+,31973,,TRANSFORMER,,
7187,8528873-1,-,31974,,INDUCTOR,,
11982,1N441-007,D,81195-7,,PULSE TRANSFORMER,,
,"M83346/11-19, 8%",,31786,,CHIP INDUCTOR,,
11982,31985,NC,31985,,POWER TRANSFORMER,,
6481,154089,,44739,,"COIL, RADIO FREQNCY",,
7187,8519691-6,A,32006,,,,
7187,8519691-1,A,32001,,,,
7187,8519691-2,A,32002,,,,
7187,8519691-3,A,32003,,,,
7187,8519691-4,A,32004,,,,
7187,8519691-5,A,32005,,,,
7187,8519691-7,A,32007,,,,
7187,8519691-8,A,32008,,,,
7187,8519691-9,A,32009,,,,
7187,8519691-10,A,32010,,,,
7187,8519691-11,A,32011,,,,
7187,8519691-12,A,32012,,,,
7187,8519691-13,A,32013,,,,
7187,8519691-14,A,32014,,,,
7187,8519691-15,A,32015,,,,
7187,8519691-16,A,32016,,,,
7187,8519691-17,A,32017,,,,
7187,8519691-18,A,32018,,,,
7187,8519691-19,A,32019,,,,
7187,8519691-20,A,32020,,,,
7187,8519691-21,A,32021,,,,
7187,8519691-22,A,32022,,,,
7187,8519691-23,A,32023,,,,
7187,8519691-24,A,32024,,,,
7187,8519691-25,A,32025,,,,
7187,8519691-26,A,32026,,,,
7187,8519691-27,A,32027,,,,
7187,8519691-28,A,32028,,,,
7187,8519691-29,A,32029,,,,
7187,8519691-30,A,32030,,,,
7187,8519691-31,A,32031,,,,
7187,8519691-32,A,32032,,,,
7187,8519691-33,A,32033,,,,
7187,8519691-34,A,32034,,,,
7187,8519691-35,A,32035,,,,
7187,8519691-36,A,32036,,,,
7187,8519691-37,A,32037,,,,
7187,8519691-38,A,32038,,,,
7187,8519691-39,A,32039,,,,
7187,8519691-40,A,32040,,,,
7187,8521855-18,B,31999,,(11121F),,
12436,32041,,32041,,11073F,,
56597,E0128102-03,,31983-03,,,,
56597,E0128103-03,,31984-03,,,,
56597,E0128102-04,,31983-04,,,,
56597,E0128103-04,,31984-04,,,,
E0003,ETP309D-002,A,32042,,TRANSFORMER,,
E0003,ETP309D-003,A,32043,,TRANSFORMER,,
22369,31989,,31989,,SM IND 9%,,
22369,31988,,31988,,SM IND 9%,,
22369,31990,,31990,,SM IND 9%,,
22369,31991,,31991,,SM IND 9%,,
22369,31992,,31992,,SM IND 9%,,
22369,5015F,,32000,,SM IND 9%,,
22369,31993,,31993,,SM IND 9%,,
22369,31994,,31994,,SM IND 9%,,
22369,31995,,31995,,SM IND 9%,,
22369,31996,,31996,,SM IND 9%,,
22369,31997,,31997,,SM IND 9%,,
22369,31998,,31998,,SM IND 9%,,
22369,6026F,,32044,,SM IND 9%,,
12546,0242083P001,A,95011,,INDUCTOR,,
12546,0242082P001,B,95012,,INDUCTOR,,
A5642,865419-1,,31975,,TRANSFORMER,,
A5642,865419-2,,31976,,TRANSFORMER,,
,93027-040,N/C,93040,,"INDUCTOR, 10 mH",,
E0003,PS239541-01,B,32055,,TRANSFORMER,,
E0003,PS239541-02,B,32056,,TRANSFORMER,,
,93027-012,A,93012,,INDUCTOR,,
E0003,ETC001D-001,-,31987,,TRANSFORMER,,
E0003,ETC643D-008,B,31986,,TRANSFORMER,,
11982,32057,NC,32057,,"TRANSFORMER, HM 1",,
11982,32058,NC,32058,,"TRANSFORMER, HM 2",,
11982,32059,NC,32059,,"TRANSFORMER, HM 3",,
,1544481-1,-,31861,,INDUCTOR,,
,154448-2,-,31862,,INDUCTOR,,
7187,8521855-20,B1,31827,,(/10-91F),,
7187,8521855-21,B1,32054,,(/10-93F),,
7187,8521855-22,B1,32062,,(/10-86F),,
,446/06-48F,-,32053,,CHIP,,
,446/06-51F,-,31906,,CHIP,,
I0002,ON675936-1,-,32063,,/08-54F,,
,10178438,-,32064,,TRANSFORMER,,
,590067,A,32065,,TRANSFORMER,,
,590058,A,32066,,DIRECTIONAL COUPLER,,
,590073-1,,32067-1,,INDUCTOR,,
31550,590073-2,,32067-2,,INDUCTOR,,
31550,590073-3,,32067-3,,INDUCTOR,,
31550,590073-4,,32067-4,,INDUCTOR,,
31550,590073-5,,32067-5,,INDUCTOR,,
31550,590073-6,,32067-6,,INDUCTOR,,
11982,32070,NC,32070,,"TRANSFORMER, SR HEAC",,
E0003,EHP126D-007,,32068,,,,
E0003,ETC629D-006,,32069,,,,
11982,32071,NC,32071,,"INDUCTOR, HEAC",,
,M83446/11-16F,B,11016F,,1.8 uH CHIP INDUCTOR,,
22558,32070-1,N/C,32070-1,,"TRANSFORMER, HEAC SR",,
22558,32070-2,N/C,32070-2,,"TRANSFORMER, HEAC SR",,
94697,C53440,D,32077,,TRANSFORMER,,
94697,C53441,-,32078,,"70 uH, 7.5 A IND",,
11982,1N426-003 SMT,,31899,,TRANSFORMER,,
A0509,32153,,32153,,(10094F5),,
31160,07561-707,,32134,,/08-76,,
A7847,2191,,32146,,COILS,,
31160,07561-715,,32135,,/08-63,,
11982,1N424-002 SMT,A,31900,,"TRANSFORMER, PWR AUX",,
,32152,,32152,,/11-64F,,
,32147,,32147,,/11-37F,,
69832,0710-0030-4000,,32151,,TRANSFORMER,,
,32150,,32150,,/10-73F,,
,32148,,32148,,/11-74F,,
,32149,,32149,,/11-62F,,
11982,M83446/4-34,-,32156,,(/05-46F),,
15423,R10002695,-,32074,,250 uH +/-10% IND,,
15423,R10002694,NC,32076,,10 uH (/08 CHIP),,
31160,32079,,32079,,(/08-59F),,
31160,32080,,32080,,(/08-53F),,
15423,R10002340,NC,32075,,3.3 uH CHIP IND,,
7187,8521855-23,,32081,,INCUCTOR,,
6481,997148-0686,-,32082,,(/11-68F),,
6481,997148-0806,-,32083,,(/11-80F),,
12436,24-P50920F001,,32084,,,,
,446/06-37F,-,31902,,CHIP,,
,446/06-18F,-,31903,,CHIP,,
,446/06-43F,-,31904,,CHIP,,
,446/06-44F,-,31905,,CHIP,,
59495,4032726,,32086,,"COIL, FIXED RF",,
99865,1023-8224,-,32085,,TRANSFORMER,,
22369,32095,,32095,,CHIP,,
22369,32096,,32096,,CHIP,,
,32097,,32097,,(/11-30F),,
,32098,,32098,,(/11-19F),,
,N67741-037,,32100,,(/11-37F),,
15423,LPE1196,-,31959,,(10074F),,
7187,8525922,,32072,,,,
7187,8525923,,32073,,,,
15423,H949042-001,,31733,,/11-63F,,
94697,C67870,-,32104,,INDUCTOR,,
38101,50032470,,32105,,/05-63F,,
A0282,8553511-4,K,42048-4,,"FILTER,BAND PASS",,
7187,8528874-1,-,31937,,TRANSFORMER,,
7187,8528875-1,-,31938,,INDUCTOR,,
7187,8528876-1,-,31939,,TRANSFORMER,,
7187,8528877-1,-,31940,,INDUCTOR,,
7187,8528878-1,-,31941,,INDUCTOR,,
N0003,32126,,32126,,/11-122COM,,
11982,32106,NC,32106,,"COUPLED IND, PCM -07",,
11982,32107,NC,32107,,"TRANSFORMER, PCM -07",,
11982,32108,NC,32108,,"COUPLED IND, PCM -07",,
11982,32118,NC,32118,,"TRANSFORMER, PCM -06",,
11982,32119,NC,32119,,"COUPLED IND, PCM -06",,
11982,32120,NC,32120,,"COUPLED IND, PCM -08",,
11982,32121,NC,32121,,"COUPLED IND, PCM -10",,
11982,32122,NC,32122,,"TRANSFORMER, PCM -06",,
11982,32123,NC,32123,,"TRANSFORMER, PCM -08",,
11982,32124,NC,32124,,"TRANSFORMER, PCM -10",,
11982,32127,NC,32127,,"COUPLED IND, PCM -06",,
11982,32128,NC,32128,,"COUPLED IND, PCM -08",,
11982,32129,NC,32129,,"COUPLED IND, PCM -10",,
11982,31230,NC,32130,,"TRANSFORMER, PCM -07",,
11982,32131,NC,32131,,"TRANSFORMER, PCM -08",,
11982,32132,NC,32132,,"TRANSFORMER, PCM -10",,
31160,07561-722,-,32133,,/08-74,,
31160,07561-718,,32136,,/08-67,,
31160,07561-720,,32137,,/08-70,,
31160,07561-705,,32138,,/08-73,,
31160,07561-706,,32139,,/08-75,,
31160,07561-723,,32140,,/08-79,,
31160,07561-710,,32141,,/08-80,,
31160,07561-724,,32142,,/08-81,,
31160,07561-711,,32143,,/08-83,,
31160,07561-729,,32144,,/08-90,,
31160,07561-737,,32145,,/08-98,,
11982,M83446/4/48,-,32157,,(/05-49F),,
4U884,H949045-001,-,31959S,,.12 uH @ 300 MHz,,
18876,10178313,,44740,,"XFRM,POWER STEP DOWN",,
7187,8528879,-,31977,,Filament Transformer,,
11982,32160,,32160,,"INDUCTOR, D-HEC",,
,32161,,32161,,/11-70F,,
11982,31664-1,,31664-1,,TRANSFORMER,,
11982,31664-2,,31664-2,,TRANSFORMER,,
11982,31664-3,,31664-3,,TRANSFORMER,,
11982,31664-4,,31664-4,,TRANSFORMER,,
11982,31664-5,,31664-5,,TRANSFORMER,,
,32162,,32162,,/11-102F,,
,CM404,,32163,,CHIP,,
54675,44320,,32165,,TRANSFORMER,,
54675,44321,,32166,,TRANSFORMER,,
54675,52203-003,RA,32167,,TRANSFORMER,,
54675,52203-004,RA,32168,,CHOKE,,
54675,45498,,32169,,TRANSFORMER,,
54675,45499,,32170,,TRANSFORMER,,
54675,46366,,32171,,TRANSFORMER,,
54675,46367,,32172,,TRANSFORMER,,
11982,CST32158,NC,32158,,CURRENT TRANSFORMER,,
A5551,917AS6412-3,,32173,,TRANSFORMER,,
46365,1100108,E,32175,,"TRANSFORMER,FLYBACK",,
46365,1100109,E,32176,,CHOKE,,
46365,1100110,E,32177,,INDUCTOR,,
46365,1100221,G,32178,,"TRANSFORMER,FLYBACK",,
46365,1100226,D,32179,,CHOKE,,
46365,1100234,G,32180,,INDUCTOR,,
46365,1100836,C,32181,,"TRANSFORMER,FLYBACK",,
46365,1101055,F,32182,,"TRANSFORMER,FLYBACK",,
46365,1101490,B,32183,,"TRANSFORMER,FLYBACK",,
46365,1101856,A,32184,,"TRANSFORMER,FLYBACK",,
33659,EE-8015,C,32185,,TRANSFORMER,,
33659,EE-8016,C,32186,,"INDUCTOR,POWER",,
33659,EE-8017,C,32187,,"INDUCTOR,POWER",,
33659,EE-8018,D,32188,,TRANSFORMER,,
33659,EE-8019,C,32189,,"INDUCTOR,TRIPLE",,
33659,EE-8020,C,32190,,TRANSFORMER,,
E0003,ETC626D-006,,32197,,"TRANSFORMER,POWER",,
E0003,ETC626D-007,,32198,,"TRANSFORMER,POWER",,
23835,32199,A,32199,,"IND., COMMON MODE",,
23835,32200,A,32200,,INDUCTOR,,
32835,32201,A,32201,,INDUCTOR,,
23835,32202,A,32202,,INDUCTOR,,
23835,32203,A,32203,,INDUCTOR,,
23835,32204,B,32204,,TRANSFORMER,,
23835,32205,B,32205,,TRANSFORMER,,
23835,32206,B,32206,,TRANSFORMER,,
N0003,32174,,32174,,/11-122A,,
11982,1N520,,32207,,TRANSFORMER,,
11982,CST32208,A,32208,,COUPLED INDUCTOR,,
7187,8529899-2,B,31851-2,,Inductor,,
7187,8529900-2,B,31840-2,,TRANSFORMER,,
87990,755002A7654-25,,7518-25,,"COIL, RADIO FREQNCY",,
31550,32216,,32216,,/11-29F,,
38101,154448-1,,32209,,/05-44F,,
38101,154448-2,1,32210,,/05-45F,,
38101,154448-3,1,32211,,/05-47F,,
38101,154448-4,1,32212,,/05-49F,,
38101,154448-5,1,32213,,/05-50F,,
38101,154448-6,1,32214,,/05-51F,,
38101,154448-7,1,32215,,/05-57F,,
11982,M83446/11-29,,11029F,,"COIL, RF, CHIP, FXD",,
88756,32465,,32465,,May-70,,
88756,32464,,32464,,May-68,,
11982,CST32087,B,32087,,"TRANSFORMER, POWER",,
A0610,Y-1376-2-1,A,32218,,INDUCTOR,,
11982,CST32217,NC,32217,,POWER TRANSFORMER,,
11982,32233,NC,32233,,"INDUCTOR, 2%",,
11982,32234,NC,32234,,"INDUCTOR, 2%",,
E0003,ETP110-002,C,32235,,TRANSFORMER,,
B0299,32227,,32227,,/11-97F 9% TOL,,
8484,Y-1376-3,,32236,,INDUCTOR,,
8484,Y-1376-4-2,C,32237,,INDUCTOR,,
99865,DX4T1,,32238,,INDUCTOR,,
99865,DX4T2,,32239,,INDUCTOR,,
99865,DX4L2,,32240,,INDUCTOR,,
59495,32241,,32241,,TRANSFORMER,,
18150,A46886,-,32242,,TRANSFORMER,,
11982,CST32091,NC,32091,,COMMON MODE CHOKE,,
11982,CST32089,A,32089,,INDUCTOR,,
11982,CST32090,NC,32090,,INDUCTOR,,
11982,CST32099,A,32099,,INDUCTOR,,
11982,32094,,32094,,TRANSFROMER,,
45231,G0000611,,32228,,/11-90F,,
45231,343762,,32229,,/11-86F,,
45231,335613,,32231,,/11-98F,,
45231,32232,,32232,,/11-98F,,
45231,343198,,32230,,/11-82F,,
56597,E0124960-02,,32243,,/11-103F,,
56597,E0124962-01,,32244,,/11-105F,,
56597,E0124967-01,,32245,,/11-115F,,
56597,E0124969-01,,32246,,/11-117F,,
55218,32247,,32247,,/05-25F,,
99865,1023-9757,,32248,,TRANSFORMER,,
11982,32249,-,32249,,"TRANS,DHEC-42A MAIN2",,
11982,CST32250,A,32250,,"TRANS,DHEC-42A MAIN1",,
11982,32251,-,32251,,"IND,DHEC-42A OUTPUT",,
15423,32252,,32252,,INDUCTOR,,
59495,8268079-2 (ALT),-,31418-2A,,TRANSFORMER,,
E0003,32260,,32260,,/10-62B,,
E0003,32261,,32261,,/10-63B,,
E0003,32262,,32262,,/10-64B,,
E0003,32263,,32263,,/10-65B,,
22398,32253,,32253,,/10-112F,,
22398,32254,,32254,,/10-64F,,
22398,32255,,32255,,/10-66F,,
22398,32256,,32256,,/10-74F,,
22398,32257,,32257,,/10-82F,,
22398,32258,,32258,,/11-100F,,
22398,32259,,32259,,/11-97F,,
24930,63349,M,32264,,TRANSFORMER,,
A0509,32154,-,32154,,(10089F5),,
A0509,32155,-,32155,,(10090F5),,
,93027-001,A,93001,,INDUCTOR,,
,93027-003,A,93003,,INDUCTOR,,
A2548,32267,,32267,,/11-13F,,
,32268,,32268,,/11-83F,,
,32269,,32269,,/11-86F,,
,32270,,32270,,/11-90F,,
,93027-004,A,93004,,INDUCTOR,,
,93027-009,A,93009,,INDUCTOR,,
8484,Y-1376-4-1,C,32237-1,,INDUCTOR,,
11982,CST32271,NC,32271,,POWER TRANSFORMER,,
11982,M21038/27E-27,,32272,,"TRANSFORMER,PLUSE",,
11982,32279,NC,32279,,POWER TRANSFORMER,,
11982,32280,NC,32280,,COUPLED INDUCTOR,,
38101,154448-8,,32281,,/05-41,,
38101,154448-9,,32282,,/05-42,,
38101,154448-10,,32283,,/05-43,,
A0511,KG-01026,,32284,,T1 TRANSFORMER,,
A0511,KG-01027,,32286,,L3 INDUCTOR,,
